Longitude,Latitude,YearNum,Year,Season,Type,AreaHa,PerimeterM,StartDate,EndDate,FireNo,FireName,Shape__Area,Shape__Length
149.17209297402138,-31.206680841735185,2012,2012,2012-13,Wildfire,0.87961401,407.62073996,2013/01/12 00:00:00+00,1970/01/01 00:00:00+00,13011263523,Wambelong WNP,8790.65625,407.493529059046
149.1766832241739,-31.20712847547081,2012,2012,2012-13,Wildfire,0.30034089,322.92300048,2013/01/12 00:00:00+00,1970/01/01 00:00:00+00,13011263523,Wambelong WNP,3001.53515625,322.822035536508
149.17599317425243,-31.21202259580317,2012,2012,2012-13,Wildfire,0.42159796,317.98371026,2013/01/12 00:00:00+00,1970/01/01 00:00:00+00,13011263523,Wambelong WNP,4213.3203125,317.883466525663
149.1802612177511,-31.215753589235277,2012,2012,2012-13,Wildfire,0.09534483,143.51043685,2013/01/12 00:00:00+00,1970/01/01 00:00:00+00,13011263523,Wambelong WNP,952.84375,143.464873144983
149.1219168087471,-31.183008509178816,2012,2012,2012-13,Wildfire,3.31250988,1117.40109015,2013/01/12 00:00:00+00,1970/01/01 00:00:00+00,13011263523,Wambelong WNP,33105.37109375,1117.06870459269
148.96429173950253,-31.354217579139398,2012,2012,2012-13,Wildfire,1.63994499,558.22230224,2013/01/12 00:00:00+00,1970/01/01 00:00:00+00,13011263523,Wambelong WNP,16386.33984375,557.99907942296
149.4641818620479,-30.96880367044128,2012,2012,2012-13,Wildfire,87.72957058,4554.63560441,2013/01/13 00:00:00+00,2013/01/19 00:00:00+00,13011363661,Red Bank Trail,877019.796875,4553.91728466219
149.46737717686403,-30.980930823504544,2012,2012,2012-13,Wildfire,10.84689775,1518.26862521,2013/01/13 00:00:00+00,2013/01/19 00:00:00+00,13011363661,Red Bank Trail,108433.046875,1518.01732691773
149.4348198356659,-30.928319749615834,2012,2012,2012-13,Wildfire,0.15109323,142.53954329,2013/01/14 00:00:00+00,2013/01/31 00:00:00+00,13011463847,Redbank North,1510.55078125,142.521148138878
149.44297688052453,-30.904210711312157,2012,2012,2012-13,Wildfire,3591.54095724,29465.7628649,2013/01/14 00:00:00+00,2013/01/31 00:00:00+00,13011463847,Redbank North,35907344.859375,29462.4737651204
149.58940581589223,-35.93566461126483,2012,2012,2012-13,Wildfire,1.24758919,488.98544707,2013/01/05 00:00:00+00,2013/01/06 00:00:00+00,13010562622,Snowball,12479.5703125,489.057626207926
148.75672137998245,-35.567401146997064,2012,2012,2012-13,Wildfire,0.0007385,10.22256401,2013/02/20 00:00:00+00,2013/02/22 00:00:00+00,13022066161,Harrys Spur,7.37890625,10.2211659129258
148.67117722450752,-35.50210424910842,2012,2012,2012-13,Wildfire,0.17027013,318.42448067,2013/02/20 00:00:00+00,2013/02/22 00:00:00+00,13022066159,Wombat Creek,1702.10546875,318.366736576473
148.67233239859718,-35.692101489829504,2012,2012,2012-13,Wildfire,17.27846682,2763.48571531,2013/02/20 00:00:00+00,2013/02/22 00:00:00+00,13022066155,Old Currango,172769.53515625,2763.36529118288
148.1568674504866,-36.007000244609394,2012,2012,2012-13,Wildfire,0.33753719,471.95909606,2013/02/15 00:00:00+00,2013/02/20 00:00:00+00,13021565952,Jagumba,3376.7578125,472.056820549198
141.05796709741665,-29.15422503940684,2012,2012,2012-13,Wildfire,114.23031981,9165.6782363,2012/12/24 00:00:00+00,2012/12/25 00:00:00+00, ,Collins Bore,1145902.4609375,9180.10418174793
146.19240675063162,-29.211737608225967,2012,2012,2012-13,Wildfire,312.12514766,7279.1122813,2013/02/12 00:00:00+00,2013/02/15 00:00:00+00,13021265834,Glenalbyn,3130650.26953125,7290.06485005402
148.44665320459677,-35.561118162250075,2012,2012,2012-13,Wildfire,0.53853381,297.13735878,2013/02/20 00:00:00+00,2013/02/24 00:00:00+00,13022066162,Big Plain,5383.83984375,297.09608443016
150.67606084746532,-33.802536429751406,2012,2012,2012-13,Wildfire,0.27133331,267.59402901,2013/01/06 00:00:00+00,2013/01/06 00:00:00+00,13010662822,Mulgoa Nature Reserve,2708.4296875,267.352561029955
150.71616236785914,-33.70261073771193,2012,2012,2012-13,Wildfire,10.09913898,1415.00797873,2013/01/26 00:00:00+00,2013/01/27 00:00:00+00,13012664874,Vincent Road,100806.0546875,1413.70897490701
150.88019833787405,-33.6035715990795,2010,2010,2010-11,Prescribed Burn,35.3948145,2635.56405324,2012/10/03 00:00:00+00,2012/10/04 00:00:00+00,HR10062544778,CNth VC Village 2 LMZ,353290.31640625,2633.11378597047
150.05520958986102,-33.11967476299234,2012,2012,2012-13,Wildfire,1.51842586,520.02448107,2013/02/08 00:00:00+00,2013/02/09 00:00:00+00,13020965559,Genowlan Trig,15155.609375,519.533301633041
150.33875809464232,-32.971971899280504,2010,2010,2010-11,Wildfire,39.3557914,3189.19281694,2011/02/02 00:00:00+00,2011/02/05 00:00:00+00,11020234289,Coorongooba Creek,392822.58203125,3186.21202943402
148.7416989051542,-35.88058763904156,2012,2012,2012-13,Prescribed Burn,94.98376903,9647.24928742,2013/03/26 00:00:00+00,2013/03/31 00:00:00+00,HR09030636011,Bugtown,950032.796875,9648.24967770493
150.4970454708069,-35.034723120692135,2012,2012,2012-13,Wildfire,13.01900974,2244.63760404,2013/03/29 00:00:00+00,2013/03/29 00:00:00+00,13032968079,Turpentine Rd,130068.265625,2243.58669278772
150.45560081524684,-34.07753810231314,2012,2012,2012-13,Wildfire,0.07821615,103.75468254,2013/01/24 00:00:00+00,2013/01/24 00:00:00+00,13612464716,Davis Creek,780.83984375,103.66681134123
150.8877001914296,-33.61528384358899,2012,2012,2012-13,Prescribed Burn,8.18422939,1204.77675007,2012/12/18 00:00:00+00,2012/12/19 00:00:00+00,HR10062544783-1,CNthTransformer LMZ 27/10,81690.4140625,1203.65812796625
148.757724572314,-35.86371426112883,2012,2012,2012-13,Wildfire,0.40804657,254.58984349,2013/04/05 00:00:00+00,2013/04/07 00:00:00+00, ,Gulf Creek Trail,4081.17578125,254.612506038493
153.03630048565182,-31.04134006294274,2012,2012,2012-13,Wildfire,101.56497672,5114.27421804,2013/01/04 00:00:00+00,2013/01/09 00:00:00+00,SR13010462569-13,Bush Fire Hat Head NP,1015230.7265625,5113.21812093928
149.95485170029502,-35.66821792796642,2012,2012,2012-13,Prescribed Burn,305.09823269,43621.1646385,2013/03/19 00:00:00+00,2013/04/03 00:00:00+00,HR10072245155,Quartpot SFAZ 2013,3050607.29296875,43618.5499266039
150.01550874680757,-35.61032896708919,2012,2012,2012-13,Prescribed Burn,461.54383238,52402.4213692,2013/03/19 00:00:00+00,2013/04/03 00:00:00+00,HR11053051811,Erics SFAZ 2013,4614479.03125,52397.0039555097
149.9524093600304,-35.82996235165086,2012,2012,2012-13,Prescribed Burn,692.98532826,69283.8732502,2013/03/12 00:00:00+00,2013/03/25 00:00:00+00,HR11053051813,Oulla Central and Extension SFAZ,6930716.1953125,69288.2315983092
145.41509249416686,-30.382025269415095,2012,2012,2012-13,Wildfire,6.04381516,1183.24385297,2013/03/22 00:00:00+00,2013/03/22 00:00:00+00,13032567815,Toorale Conservation Area,60473.9921875,1183.59492576518
145.42524293188762,-30.36649352782717,2012,2012,2012-13,Wildfire,221.50662767,6370.24975341,2013/03/22 00:00:00+00,2013/03/22 00:00:00+00,13032567815,Toorale Conservation Area,2216439.30078125,6372.2244249078
153.21340293056903,-29.94775849003727,2012,2012,2012-13,Prescribed Burn,38.18305604,3640.28867509,2013/04/30 00:00:00+00,2013/04/30 00:00:00+00,HR12011856857,CSA Saltwater SFAZ,382363.58984375,3642.82761285408
149.21653061176565,-33.874313536382424,2012,2012,2012-13,Prescribed Burn,1255.84086793,14929.4247883,2013/03/18 00:00:00+00,2013/03/22 00:00:00+00,HR11042951112,Little Hells Hole,12536052.21875,14916.1294201228
149.19965102179455,-33.88984040782696,2012,2012,2012-13,Prescribed Burn,0.6279653,354.88579726,2013/03/18 00:00:00+00,2013/03/22 00:00:00+00,HR11042951112,Little Hells Hole,6268.515625,354.570834825905
149.7767093783205,-33.33302321563441,2012,2012,2012-13,Prescribed Burn,876.2205833,15513.4589207,2013/04/14 00:00:00+00,2013/04/29 00:00:00+00,HR09052137919,MAQ_Dry_Arm _Creek_LMZ_Winburndale_NR_ 2012,8745624.82421875,15498.7732967648
149.79778928451537,-33.33168535698067,2012,2012,2012-13,Prescribed Burn,1074.3769581,16486.6622959,2013/04/14 00:00:00+00,2013/04/29 00:00:00+00,HR11042851081,MAQ_Middle_Arm _Creek_LMZ_Winburndale_NR_ 2012,10723438.1992188,16471.0546225398
149.85992898628606,-33.4822955576099,2012,2012,2012-13,Prescribed Burn,52.03312359,4201.36328143,2013/04/10 00:00:00+00,2013/04/16 00:00:00+00,HR12121362258,MAQ_Broom_LMZ_Eusdale_NR -2013,519353.43359375,4197.41420406849
148.3246746782387,-32.60087170850399,2012,2012,2012-13,Prescribed Burn,300.48371596,8224.54749903,2013/03/26 00:00:00+00,2013/03/30 00:00:00+00,HR11041850913,Glen Isla HR,2999543.0234375,8217.30063815711
148.34068099158307,-32.64781763807591,2012,2012,2012-13,Prescribed Burn,391.28408591,9902.31206956,2013/04/02 00:00:00+00,2013/04/06 00:00:00+00,HR11041850915,Claggers HR,3905876.42578125,9893.49445372571
148.37933495530606,-32.72204116084968,2012,2012,2012-13,Prescribed Burn,1005.37802176,13058.080609,2013/04/01 00:00:00+00,2013/04/07 00:00:00+00,HR11041850912,LAC-Fabe Kerins South HR-Goobang NP-2013,10035625.6210938,13046.2856655382
148.53686892172936,-33.01862812287602,2012,2012,2012-13,Prescribed Burn,179.88576591,6937.59228728,2013/04/04 00:00:00+00,2013/04/16 00:00:00+00,HR10052444115,Curumbenya - Benya AI HR,1795483.078125,6931.0817982342
148.02438081099564,-33.96880841578415,2012,2012,2012-13,Prescribed Burn,227.84734156,7455.52446997,2013/04/18 00:00:00+00,2013/04/26 00:00:00+00,HR08072232295,Goonoroo HR,2274503.7578125,7449.02591137486
148.04697375823793,-33.97229719054641,2012,2012,2012-13,Prescribed Burn,297.24704149,8270.50792847,2013/04/18 00:00:00+00,2013/04/26 00:00:00+00,HR11022249771,South Cockran's HR,2967295.53125,8263.30583729741
146.06228914398062,-33.0900511846327,2012,2012,2012-13,Prescribed Burn,293.51054728,59945.4384698,2013/04/08 00:00:00+00,2013/04/17 00:00:00+00,HR10020442462,Warraway Strip SFAZ Burn,2929552.40625,59888.9147825761
145.7598138439727,-33.002589242307,2012,2012,2012-13,Prescribed Burn,204.78028108,39061.4121966,2013/04/08 00:00:00+00,2013/04/17 00:00:00+00,HR09030335962,Railway Strip SFAZ Burn,2044008.4296875,39024.8024143403
145.71575727862012,-33.08298482850826,2012,2012,2012-13,Prescribed Burn,55.41975034,11333.6322681,2013/04/11 00:00:00+00,2013/04/13 00:00:00+00,HR09030335962,One Eye Strip South SFAZ HR,553153.35546875,11322.9498470044
145.66296308885424,-33.07971021422436,2012,2012,2012-13,Prescribed Burn,60.53508558,9800.62848245,2013/04/18 00:00:00+00,2013/04/19 00:00:00+00,HR09030335962,One Eye Strip SFAZ Burn North,604214.18359375,9791.39274262072
145.76997272179847,-33.162432026146895,2012,2012,2012-13,Prescribed Burn,182.65006167,37597.5063793,2013/04/18 00:00:00+00,2013/04/19 00:00:00+00,HR11011048748,Mileys SFAZ Strip Burn South,1823021.875,37561.9432574397
145.77025542159507,-33.16154713617713,2012,2012,2012-13,Prescribed Burn,187.44497729,37551.65812,2013/04/16 00:00:00+00,2013/04/18 00:00:00+00,HR11011048745,Mileys SFAZ Strip Burn North,1870930.59765625,37516.1393944386
145.41097470513185,-32.69987524813709,2012,2012,2012-13,Prescribed Burn,130.27211794,25687.6808627,2013/05/07 00:00:00+00,2013/05/08 00:00:00+00,HR13022663148,COBA-Glen Lea Strip HR-SFAZ-Yathong-2013,1300388.1171875,25664.5736700178
145.40687634302176,-32.699584508862905,2012,2012,2012-13,Prescribed Burn,118.50447079,25345.7824179,2013/05/07 00:00:00+00,2013/05/08 00:00:00+00,HR13022663148,COBA-Glen Lea Strip HR-SFAZ-Yathong-2013,1182891.07421875,25322.9799735893
145.43755636418695,-32.58008643200144,2012,2012,2012-13,Prescribed Burn,23.62119259,4980.84355075,2013/05/08 00:00:00+00,2013/05/09 00:00:00+00,HR12030757639,COBA-Western Fire Trail Strip Nth & Sth-SFAZ-Yathong-2013,235797.7265625,4976.47465607596
145.39530962176525,-32.57643642906401,2012,2012,2012-13,Prescribed Burn,20.12692967,3599.78595366,2013/05/08 00:00:00+00,2013/05/09 00:00:00+00,HR12030757639,COBA-Western Fire Trail Strip Nth & Sth-SFAZ-Yathong-2013,200916.63671875,3596.63116022275
145.44218372177008,-32.581539282089274,2012,2012,2012-13,Prescribed Burn,8.6203459,2449.39856692,2013/05/08 00:00:00+00,2013/05/09 00:00:00+00,HR12030757639,COBA-Western Fire Trail Strip Nth & Sth-SFAZ-Yathong-2013,86052.08203125,2447.24951302815
145.38477326887946,-32.57398240991784,2012,2012,2012-13,Prescribed Burn,23.67510441,9230.90528917,2013/05/08 00:00:00+00,2013/05/09 00:00:00+00,HR12030757639,COBA-Western Fire Trail Strip Nth & Sth-SFAZ-Yathong-2013,236338.43359375,9222.82060922423
145.48449628969496,-32.43938483899104,2012,2012,2012-13,Prescribed Burn,91.29527612,19871.1184335,2013/05/08 00:00:00+00,2013/05/08 00:00:00+00,HR13022663147,COBA-Northern Boundary Strip HR-SFAZ-Yathong-2013,911411.75390625,19854.3247018943
145.6622970833901,-32.430609619564855,2012,2012,2012-13,Prescribed Burn,21.55389714,4979.18251815,2013/05/08 00:00:00+00,2013/05/08 00:00:00+00,HR13022663147,COBA-Northern Boundary Strip HR-SFAZ-Yathong-2013,215175.71484375,4974.9851337531
145.70486453033195,-32.58107868508196,2012,2012,2012-13,Prescribed Burn,100.71867784,15507.5635214,2013/05/08 00:00:00+00,2013/05/09 00:00:00+00,HR13022663150,COBA-Eastern Bounday HR-SFAZ&LMZ-Yathong-2013,1005420.75390625,15493.9702392133
145.70133285101335,-32.56892479888015,2012,2012,2012-13,Prescribed Burn,70.53158878,5876.96999276,2013/05/08 00:00:00+00,2013/05/09 00:00:00+00,HR13022663150,COBA-Eastern Bounday HR-SFAZ&LMZ-Yathong-2013,704082.41015625,5871.8283998542
145.67884560519184,-32.590413571839825,2012,2012,2012-13,Prescribed Burn,37.58786336,4394.7398079,2013/05/08 00:00:00+00,2013/05/09 00:00:00+00,HR13022663150,COBA-Eastern Bounday HR-SFAZ&LMZ-Yathong-2013,375216.96875,4390.87568843111
149.95522633536493,-37.32951413321983,2012,2012,2012-13,Prescribed Burn,761.31376362,38700.0549639,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,7637574.3671875,38769.7682637713
149.9526264185974,-37.298822367973685,2012,2012,2012-13,Prescribed Burn,2.77805491,621.14604689,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,27867.62109375,622.118725316772
149.95723467351513,-37.30258694203323,2012,2012,2012-13,Prescribed Burn,1.42117726,521.75490291,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,14256.4375,522.574322716136
149.96314117097438,-37.31053048363088,2012,2012,2012-13,Prescribed Burn,0.98822962,453.29893218,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,9913.55859375,454.015348291845
149.9591559057021,-37.32464200953,2012,2012,2012-13,Prescribed Burn,1.14039145,525.1907837,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,11440.40625,526.030332400573
149.96692516283852,-37.32355464297598,2012,2012,2012-13,Prescribed Burn,1.51527964,598.96118481,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,15201.23046875,599.917830188457
149.9686710056353,-37.32746845859856,2012,2012,2012-13,Prescribed Burn,8.93253508,1101.91449347,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,89611.796875,1103.67984087263
149.96562232810356,-37.331613585256946,2012,2012,2012-13,Prescribed Burn,11.74530379,3261.70387213,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,117830.89453125,3266.95016473479
149.96135114985202,-37.33163387211017,2012,2012,2012-13,Prescribed Burn,1.71136757,604.24572229,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,17168.734375,605.216751405208
149.9606701887522,-37.33915394810865,2012,2012,2012-13,Prescribed Burn,3.32329178,763.98559579,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,33340.4765625,765.221048718145
149.95640958508298,-37.33577587047612,2012,2012,2012-13,Prescribed Burn,1.496475,557.43405629,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,15013.0546875,558.332985158286
149.9405217206712,-37.340285948811115,2012,2012,2012-13,Prescribed Burn,1.94984557,604.97562128,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,19561.61328125,605.954729888593
149.94403743318594,-37.3467950205851,2012,2012,2012-13,Prescribed Burn,1.55453717,659.01918465,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,15595.984375,660.091239169386
149.94760144674345,-37.34670558720673,2012,2012,2012-13,Prescribed Burn,1.75061221,615.87642158,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,17563.11328125,616.878123602653
149.9431425239375,-37.34491409783409,2012,2012,2012-13,Prescribed Burn,1.77258188,604.5587058,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,17783.4453125,605.54050469452
149.95392039643843,-37.35314136390893,2012,2012,2012-13,Prescribed Burn,1.70667799,506.02660316,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,17122.61328125,506.853728766
149.95285335378108,-37.356881200813795,2012,2012,2012-13,Prescribed Burn,5.78990398,941.13422486,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,58089.0234375,942.677222274736
149.96233132468066,-37.331564646667054,2012,2012,2012-13,Prescribed Burn,0.00144719,47.87478476,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,14.51953125,47.9519082730268
149.96698092395448,-37.33327257238546,2012,2012,2012-13,Prescribed Burn,8.33669675,1378.57080671,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,83635.5234375,1380.78951860915
149.96681580174462,-37.32708758257509,2012,2012,2012-13,Prescribed Burn,4.95123846,1687.50614399,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,49671.09375,1690.20913233962
149.9522134578114,-37.356612371988,2012,2012,2012-13,Prescribed Burn,4.20327746,1641.87496241,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,42170.6875,1644.56636523495
149.94960107537693,-37.30050754482862,2012,2012,2012-13,Prescribed Burn,2.48464217,888.48880351,2013/03/07 00:00:00+00,2013/03/14 00:00:00+00,HR10072245160,MER Coastal Table Ridge LMZ,24924.37890625,889.881868077126
150.2205242708594,-34.34191856778113,2012,2012,2012-13,Prescribed Burn,64.14813459,9631.71513131,2013/05/12 00:00:00+00,2013/05/12 00:00:00+00,HR09061038726-3,NAT Bullio Valley SFAZ,640493.7421875,9624.29460528102
150.426938983801,-34.35318589669012,2012,2012,2012-13,Prescribed Burn,201.59037565,15056.1686235,2013/05/10 00:00:00+00,2013/05/10 00:00:00+00,HR11061652311,NAT Flat Top Mountain LMZ NPWS Estate,2012815.28125,15044.613457928
149.86833472384816,-36.2822047548735,2012,2012,2012-13,Prescribed Burn,68.71816268,10347.5945579,2013/05/09 00:00:00+00,2013/05/16 00:00:00+00,HR12020157087,CEN Jeffers SFAZ,687803.3046875,10352.2707946752
149.843285487955,-36.25070336451373,2012,2012,2012-13,Prescribed Burn,237.28298652,19641.3921051,2013/04/04 00:00:00+00,2013/04/17 00:00:00+00,HR11062452652,CEN Red Creek SFAZ,2374837.625,19649.6444211353
151.01849405552366,-33.98388400194839,2012,2012,2012-13,Prescribed Burn,12.33785668,2336.88266776,2013/05/03 00:00:00+00,2013/05/05 00:00:00+00,HR11111755795,BOT Alfords Point Mid SFAZ,123164.38671875,2334.85375647979
150.91293426794633,-33.81184443404127,2012,2012,2012-13,Prescribed Burn,14.59837947,2763.05804185,2013/04/27 00:00:00+00,2013/04/28 00:00:00+00,HR13021463029,CUMB Pecky's SFAZ,145720.69921875,2760.56715581143
149.3555423842681,-35.66697065391795,2012,2012,2012-13,Prescribed Burn,227.1827604,43262.7075727,2013/04/28 00:00:00+00,2013/05/05 00:00:00+00,HR13041163730,Browns,2271543.45703125,43260.0165206197
152.0325517143032,-32.75258518978158,2012,2012,2012-13,Wildfire,8.60418967,1421.50343767,2012/09/26 00:00:00+00,2012/09/27 00:00:00+00,12092655596,Fenninghams Island Fire,84341.4453125,1411.56996354268
150.70524935528488,-33.308065684018516,2012,2012,2012-13,Wildfire,1.89134932,636.66957019,2012/11/13 00:00:00+00,2012/11/14 00:00:00+00,12111358806,435 Trail,18877.66796875,636.066545792022
150.7740787396269,-32.64072383975516,2012,2012,2012-13,Wildfire,0.30041411,222.51540789,2012/11/26 00:00:00+00,2012/11/29 00:00:00+00,12112659572,Back Creek Fire,2998.80078125,222.317819517931
150.91847416946675,-32.88239378964319,2012,2012,2012-13,Wildfire,3.38152486,704.3132131,2012/11/26 00:00:00+00,2012/11/29 00:00:00+00,12112659567,South Link,33752.67578125,703.661257792664
151.0099072557063,-33.02993668475669,2012,2012,2012-13,Wildfire,0.42404246,232.11321287,2012/11/30 00:00:00+00,2012/12/01 00:00:00+00,12113059926,Boree,4218.7265625,231.706866025544
150.6195818026673,-32.55521579823072,2012,2012,2012-13,Wildfire,6.59871388,1151.80184815,2012/12/01 00:00:00+00,2012/12/07 00:00:00+00,12120159994,Glan Gallic,65872.12890625,1150.79747815648
151.70152807146985,-32.837811667068586,2012,2012,2012-13,Wildfire,8.85098396,1625.44670273,2012/12/07 00:00:00+00,2012/12/07 00:00:00+00,12120760452,Grass Fire Ash Island,88347.0390625,1623.95100046262
150.83130971214348,-32.69660454670008,2012,2012,2012-13,Wildfire,0.51637918,273.5128305,2012/12/16 00:00:00+00,2012/12/20 00:00:00+00,12121661026,Back Creek,5154.51171875,273.266913621504
152.54228216694892,-30.800856311884846,2011,2011,2011-12,Wildfire,30.38984954,2568.55581706,2011/09/20 00:00:00+00,1970/01/01 00:00:00+00,11092039415,Nulla Nulla Creek,303875.52734375,2568.45934788304
151.61791051277876,-32.85708442543789,2012,2012,2012-13,Wildfire,0.05655536,211.71936182,2012/12/19 00:00:00+00,2012/12/19 00:00:00+00,12121961215,Cedar Hill Road Stockrington,564.5078125,211.52411905478
150.46526038906103,-32.6313988704408,2012,2012,2012-13,Wildfire,4.75567749,1516.17995583,2012/12/23 00:00:00+00,2012/12/26 00:00:00+00,12122361605,Baerami Long Arm,47472.42578125,1514.83507555549
151.06806917828868,-33.44915296957773,2012,2012,2012-13,Wildfire,7.45470431,1226.71677491,2012/10/04 00:00:00+00,2012/10/06 00:00:00+00,12100456190,5490 Wisemans Ferry Rd,74406.66015625,1225.56117683574
150.79223487851274,-33.32692784953237,2012,2012,2012-13,Wildfire,0.09527192,110.18292729,2012/12/24 00:00:00+00,2012/12/29 00:00:00+00,12122461749,Wheelbarrow Ridge Rd,947.36328125,109.984366382278
150.8705614967643,-33.34802250891176,2012,2012,2012-13,Wildfire,24.21058956,2766.73004997,2012/12/28 00:00:00+00,2013/01/02 00:00:00+00,12122862081,Doyles Hollow,241647.9375,2764.1116500046
151.47663267127058,-33.405412894345766,2012,2012,2012-13,Wildfire,0.91030623,540.28984668,2013/01/01 00:00:00+00,2013/01/01 00:00:00+00,13010162337,Forresters Beach,9085.88671875,539.779592943912
150.89310252706335,-33.580001411424966,2010,2010,2010-11,Prescribed Burn,7.6794474,1099.4555679,2010/09/29 00:00:00+00,2010/09/29 00:00:00+00,HR08052130764,Longneck South 1 and 2,76651.40234375,1098.43083222027
150.5102472967245,-34.30211512099005,2010,2010,2010-11,Prescribed Burn,455.06981701,18067.4971446,2010/09/28 00:00:00+00,2010/09/30 00:00:00+00,HR09010835147,Balmoral West 1 and 2,4543575.40234375,18053.3623779034
150.9905977237772,-34.1360598888536,2010,2010,2010-11,Prescribed Burn,31.17331404,4107.57966147,2010/11/25 00:00:00+00,2010/11/28 00:00:00+00,HR09081339724,Waterfall West 2 and 3 (date of 2 was 25/09/2010 to 28/09/2010),311215.09765625,4104.16433296505
151.13835805615682,-34.08530094050665,2010,2010,2010-11,Prescribed Burn,17.27856647,2222.15835618,2010/11/25 00:00:00+00,2010/11/28 00:00:00+00,HR09081339731,Bonnie Vale (Woodfield Ave),172493.984375,2220.28203688814
149.3161620004034,-36.894785749325244,2012,2012,2012-13,Wildfire,0.15872572,186.65108397,2012/12/22 00:00:00+00,2012/12/23 00:00:00+00,12122261475,Coolumbooka,1590.68359375,186.853454413322
151.22979845913395,-31.60585308607469,2012,2012,2012-13,Wildfire,25.36712956,3449.98808291,2012/10/10 00:00:00+00,2012/10/12 00:00:00+00,12101056644,North Golf Mt,253400.24609375,3448.14483751094
151.22577506439546,-31.600566537061876,2012,2012,2012-13,Prescribed Burn,6.43824171,3488.67510615,2012/09/28 00:00:00+00,2012/09/29 00:00:00+00,HR09080439538,North Gulf Mountain - Pt1,64313.9453125,3486.81826907115
151.22520816760118,-31.604889815051376,2012,2012,2012-13,Prescribed Burn,25.71777759,5086.94573594,2012/10/10 00:00:00+00,2012/10/10 00:00:00+00,HR09080439538,North Gulf Mountain - Pt2,256903.2578125,5084.23041383033
152.85876823268327,-28.338010343254208,2012,2012,2012-13,Prescribed Burn,32.38011503,3503.79753272,2012/11/22 00:00:00+00,2012/11/22 00:00:00+00,HR,Queenland Ridge LMZ HR,325531.5234375,3513.14548560511
152.86531161059128,-28.350698915503276,2012,2012,2012-13,Prescribed Burn,55.43733394,3850.82887059,2012/11/22 00:00:00+00,2012/11/22 00:00:00+00,HR,Mahoneys Spur LMZ HR,557315.03515625,3861.03054546854
150.60196491874865,-33.656888555821595,2012,2012,2012-13,Wildfire,0.00125349,13.22401879,2012/11/24 00:00:00+00,2012/11/24 00:00:00+00,12112459385,Chapman Parade,12.51171875,13.2118395134994
150.30102498164914,-33.025088787586704,2012,2012,2012-13,Wildfire,0.6404679,294.10810729,2012/12/23 00:00:00+00,2012/12/23 00:00:00+00,12122361579,Coorongooba Creek,6392.66015625,293.832020031552
150.29911431101488,-33.02483138035385,2012,2012,2012-13,Wildfire,0.07417712,110.03868918,2012/12/24 00:00:00+00,2012/12/24 00:00:00+00,12122461768,Coorongooba North,740.39453125,109.935357053352
149.98234388235764,-33.04195377235528,2012,2012,2012-13,Wildfire,0.21064372,279.31953835,2012/12/23 00:00:00+00,2012/12/23 00:00:00+00,12122361582,Mcdonalds Mount,2102.49609375,279.057094597501
150.11664153873895,-32.660364958674954,2012,2012,2012-13,Wildfire,2.59750737,636.0022897,2012/12/23 00:00:00+00,2012/12/23 00:00:00+00,12122361620,Growee,25928.71484375,635.434471638055
